Date;Heure début;Heure fin;Centre de charge;Equipe;Code motif d'arrêt;Libellé motif;Durée (mn)
15/10/2025;18:12;18:40;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;28
15/10/2025;06:33;07:13;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
15/10/2025;07:25;07:39;LU-02 Usinage;Matin;CS-20;Attente outillage;14
15/10/2025;08:08;08:34;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;26
15/10/2025;08:57;09:07;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;10
15/10/2025;13:35;14:15;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
15/10/2025;14:38;14:45;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;7
15/10/2025;15:18;15:41;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;23
15/10/2025;16:17;16:34;LU-02 Usinage;Après-midi;LO-20;Saturation aval;17
15/10/2025;16:42;17:01;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;19
15/10/2025;21:47;22:27;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
15/10/2025;22:51;23:09;LU-02 Usinage;Nuit;AP-20;Composant non conforme;18
15/10/2025;23:35;23:45;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;10
15/10/2025;00:02;00:40;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;38
15/10/2025;00:57;01:11;LU-02 Usinage;Nuit;CS-20;Attente outillage;14
15/10/2025;01:22;01:48;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;26
15/10/2025;06:38;07:18;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
15/10/2025;07:31;08:02;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;31
15/10/2025;08:21;08:36;LC-03 Conditionnement;Matin;LO-20;Saturation aval;15
16/10/2025;06:38;07:18;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
16/10/2025;07:57;08:24;LA-01 Assemblage;Matin;AP-20;Composant non conforme;27
16/10/2025;08:37;08:55;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;18
16/10/2025;09:18;09:54;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;36
16/10/2025;10:27;10:50;LA-01 Assemblage;Matin;CS-20;Attente outillage;23
16/10/2025;11:08;11:29;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;21
16/10/2025;13:34;14:14;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
16/10/2025;14:46;14:58;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;12
16/10/2025;15:24;16:18;LA-01 Assemblage;Après-midi;MA-10;Panne mécanique;54
16/10/2025;06:50;07:30;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
16/10/2025;07:54;08:25;LU-02 Usinage;Matin;MA-10;Panne mécanique;31
16/10/2025;08:45;09:14;LU-02 Usinage;Matin;CS-10;Changement de série;29
16/10/2025;09:31;09:43;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;12
16/10/2025;10:04;10:38;LU-02 Usinage;Matin;MO-10;Absence non remplacée;34
16/10/2025;13:48;14:28;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
16/10/2025;14:42;15:01;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;19
16/10/2025;15:20;15:35;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;15
16/10/2025;16:13;16:36;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;23
16/10/2025;17:07;17:28;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;21
16/10/2025;18:07;18:44;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;37
16/10/2025;21:33;22:13;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
16/10/2025;22:33;22:46;LU-02 Usinage;Nuit;CS-20;Attente outillage;13
16/10/2025;22:58;23:20;LU-02 Usinage;Nuit;AP-10;Rupture d'approvisionnement;22
16/10/2025;06:47;07:27;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
16/10/2025;07:58;08:05;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;7
16/10/2025;08:29;08:56;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;27
16/10/2025;09:21;09:30;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;9
17/10/2025;06:44;07:24;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
17/10/2025;08:03;08:29;LA-01 Assemblage;Matin;CS-20;Attente outillage;26
17/10/2025;08:58;09:20;LA-01 Assemblage;Matin;AP-10;Rupture d'approvisionnement;22
17/10/2025;13:53;14:33;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
17/10/2025;14:44;14:55;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;11
17/10/2025;15:22;15:52;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;30
17/10/2025;16:10;16:25;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;15
17/10/2025;06:51;07:31;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
17/10/2025;08:02;08:29;LU-02 Usinage;Matin;MO-10;Absence non remplacée;27
17/10/2025;08:44;08:55;LU-02 Usinage;Matin;LO-20;Saturation aval;11
17/10/2025;09:23;09:59;LU-02 Usinage;Matin;MA-30;Défaut automatisme;36
17/10/2025;10:21;10:31;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;10
17/10/2025;11:09;11:22;LU-02 Usinage;Matin;AP-20;Composant non conforme;13
17/10/2025;13:59;14:39;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
17/10/2025;15:05;15:14;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;9
17/10/2025;15:47;16:29;LU-02 Usinage;Après-midi;MA-20;Panne électrique ou capteur;42
17/10/2025;21:33;22:13;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
17/10/2025;22:30;23:26;LU-02 Usinage;Nuit;MA-10;Panne mécanique;56
17/10/2025;00:03;00:37;LU-02 Usinage;Nuit;CS-10;Changement de série;34
17/10/2025;01:01;01:12;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;11
17/10/2025;06:50;07:30;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
17/10/2025;07:59;08:35;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;36
17/10/2025;08:45;09:08;LC-03 Conditionnement;Matin;CS-20;Attente outillage;23
17/10/2025;09:42;10:04;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;22
17/10/2025;10:22;10:44;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;22
20/10/2025;06:33;07:13;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
20/10/2025;07:26;07:53;LA-01 Assemblage;Matin;MA-10;Panne mécanique;27
20/10/2025;08:10;08:31;LA-01 Assemblage;Matin;CS-10;Changement de série;21
20/10/2025;09:08;09:15;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;7
20/10/2025;13:51;14:31;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
20/10/2025;14:43;15:08;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;25
20/10/2025;15:32;15:42;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;10
20/10/2025;16:16;16:31;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;15
20/10/2025;16:50;17:03;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;13
20/10/2025;06:44;07:24;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
20/10/2025;07:59;08:11;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;12
20/10/2025;08:33;08:57;LU-02 Usinage;Matin;AP-20;Composant non conforme;24
20/10/2025;13:49;14:29;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
20/10/2025;14:54;15:13;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;19
20/10/2025;15:21;15:31;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;10
20/10/2025;15:50;16:24;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;34
20/10/2025;21:32;22:12;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
20/10/2025;22:22;22:37;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;15
20/10/2025;22:57;23:13;LU-02 Usinage;Nuit;LO-20;Saturation aval;16
20/10/2025;23:50;00:16;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;26
20/10/2025;00:47;00:55;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;8
20/10/2025;06:58;07:38;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
20/10/2025;08:06;08:29;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;23
20/10/2025;08:38;08:59;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;21
20/10/2025;09:31;09:57;LC-03 Conditionnement;Matin;CS-10;Changement de série;26
20/10/2025;10:36;10:41;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;5
20/10/2025;10:52;11:28;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;36
21/10/2025;06:47;07:27;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
21/10/2025;07:44;09:02;LA-01 Assemblage;Matin;PL-20;Maintenance préventive planifiée;78
21/10/2025;09:10;09:26;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;16
21/10/2025;09:52;10:11;LA-01 Assemblage;Matin;LO-20;Saturation aval;19
21/10/2025;10:29;10:45;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;16
21/10/2025;11:05;11:21;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;16
21/10/2025;13:43;14:23;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
21/10/2025;14:45;14:55;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;10
21/10/2025;15:14;15:32;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;18
21/10/2025;16:00;16:31;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;31
21/10/2025;16:54;17:22;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;28
21/10/2025;17:43;18:06;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;23
21/10/2025;06:48;07:28;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
21/10/2025;08:07;09:26;LU-02 Usinage;Matin;PL-20;Maintenance préventive planifiée;79
21/10/2025;10:05;10:51;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;46
21/10/2025;11:12;11:42;LU-02 Usinage;Matin;CS-20;Attente outillage;30
21/10/2025;11:57;12:16;LU-02 Usinage;Matin;AP-10;Rupture d'approvisionnement;19
21/10/2025;13:59;14:39;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
21/10/2025;15:03;15:23;LU-02 Usinage;Après-midi;CS-10;Changement de série;20
21/10/2025;15:41;15:52;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;11
21/10/2025;16:00;16:36;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;36
21/10/2025;17:11;17:27;LU-02 Usinage;Après-midi;LO-20;Saturation aval;16
21/10/2025;21:28;22:08;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
21/10/2025;22:43;23:00;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;17
21/10/2025;23:10;23:31;LU-02 Usinage;Nuit;AP-20;Composant non conforme;21
21/10/2025;23:41;23:56;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;15
21/10/2025;00:18;00:59;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;41
21/10/2025;01:31;01:49;LU-02 Usinage;Nuit;CS-20;Attente outillage;18
21/10/2025;06:33;07:13;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
21/10/2025;07:38;08:33;LC-03 Conditionnement;Matin;PL-20;Maintenance préventive planifiée;55
21/10/2025;09:10;09:18;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;8
21/10/2025;09:43;10:01;LC-03 Conditionnement;Matin;MO-10;Absence non remplacée;18
22/10/2025;06:54;07:34;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
22/10/2025;07:54;08:04;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;10
22/10/2025;08:42;09:05;LA-01 Assemblage;Matin;AP-20;Composant non conforme;23
22/10/2025;09:42;09:58;LA-01 Assemblage;Matin;LO-10;Attente cariste, évacuation en-cours;16
22/10/2025;10:06;10:42;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;36
22/10/2025;10:54;11:19;LA-01 Assemblage;Matin;CS-20;Attente outillage;25
22/10/2025;13:53;14:33;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
22/10/2025;14:58;15:11;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;13
22/10/2025;15:29;15:51;LA-01 Assemblage;Après-midi;MO-20;Accompagnement, formation au poste;22
22/10/2025;06:52;07:32;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
22/10/2025;07:57;08:13;LU-02 Usinage;Matin;MO-20;Accompagnement, formation au poste;16
22/10/2025;08:24;09:14;LU-02 Usinage;Matin;MA-10;Panne mécanique;50
22/10/2025;09:37;10:02;LU-02 Usinage;Matin;CS-10;Changement de série;25
22/10/2025;10:18;10:30;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;12
22/10/2025;13:30;14:10;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
22/10/2025;14:31;14:47;LU-02 Usinage;Après-midi;LO-20;Saturation aval;16
22/10/2025;15:07;15:40;LU-02 Usinage;Après-midi;MA-30;Défaut automatisme;33
22/10/2025;15:51;16:08;LU-02 Usinage;Après-midi;RG-10;Réglage qualité en cours de série;17
22/10/2025;16:32;17:00;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;28
22/10/2025;17:32;17:40;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;8
22/10/2025;21:29;22:09;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
22/10/2025;22:17;23:03;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;46
22/10/2025;23:31;23:49;LU-02 Usinage;Nuit;CS-20;Attente outillage;18
22/10/2025;06:39;07:19;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
22/10/2025;07:29;07:48;LC-03 Conditionnement;Matin;MA-30;Défaut automatisme;19
22/10/2025;07:59;08:14;LC-03 Conditionnement;Matin;RG-10;Réglage qualité en cours de série;15
22/10/2025;08:32;08:54;LC-03 Conditionnement;Matin;AP-20;Composant non conforme;22
23/10/2025;06:46;07:26;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
23/10/2025;08:02;08:47;LA-01 Assemblage;Matin;PL-30;Réunion, formation, audit;45
23/10/2025;08:58;09:37;LA-01 Assemblage;Matin;MA-20;Panne électrique ou capteur;39
23/10/2025;10:06;10:32;LA-01 Assemblage;Matin;CS-20;Attente outillage;26
23/10/2025;13:29;14:09;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
23/10/2025;14:22;14:50;LA-01 Assemblage;Après-midi;CS-10;Changement de série;28
23/10/2025;15:09;15:14;LA-01 Assemblage;Après-midi;RG-20;Micro-arrêts, bourrage;5
23/10/2025;15:26;15:47;LA-01 Assemblage;Après-midi;MO-10;Absence non remplacée;21
23/10/2025;06:47;07:27;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
23/10/2025;08:01;08:46;LU-02 Usinage;Matin;PL-30;Réunion, formation, audit;45
23/10/2025;09:12;09:17;LU-02 Usinage;Matin;RG-20;Micro-arrêts, bourrage;5
23/10/2025;09:35;10:12;LU-02 Usinage;Matin;MO-10;Absence non remplacée;37
23/10/2025;10:47;11:04;LU-02 Usinage;Matin;LO-20;Saturation aval;17
23/10/2025;11:40;12:08;LU-02 Usinage;Matin;MA-30;Défaut automatisme;28
23/10/2025;12:38;12:48;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;10
23/10/2025;13:29;14:09;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
23/10/2025;14:22;14:43;LU-02 Usinage;Après-midi;AP-20;Composant non conforme;21
23/10/2025;15:00;15:15;LU-02 Usinage;Après-midi;LO-10;Attente cariste, évacuation en-cours;15
23/10/2025;21:49;22:29;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
23/10/2025;22:52;23:18;LU-02 Usinage;Nuit;MO-20;Accompagnement, formation au poste;26
23/10/2025;23:29;00:22;LU-02 Usinage;Nuit;MA-10;Panne mécanique;53
23/10/2025;00:56;01:35;LU-02 Usinage;Nuit;CS-10;Changement de série;39
23/10/2025;06:40;07:20;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
23/10/2025;07:53;08:38;LC-03 Conditionnement;Matin;PL-30;Réunion, formation, audit;45
23/10/2025;09:05;09:15;LC-03 Conditionnement;Matin;LO-10;Attente cariste, évacuation en-cours;10
23/10/2025;09:29;10:13;LC-03 Conditionnement;Matin;MA-20;Panne électrique ou capteur;44
23/10/2025;10:35;11:02;LC-03 Conditionnement;Matin;CS-20;Attente outillage;27
23/10/2025;11:29;11:52;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;23
24/10/2025;07:00;07:40;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
24/10/2025;08:19;08:29;LA-01 Assemblage;Matin;MO-20;Accompagnement, formation au poste;10
24/10/2025;08:40;09:29;LA-01 Assemblage;Matin;MA-10;Panne mécanique;49
24/10/2025;10:04;10:37;LA-01 Assemblage;Matin;CS-10;Changement de série;33
24/10/2025;13:37;14:17;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
24/10/2025;14:40;14:49;LA-01 Assemblage;Après-midi;LO-20;Saturation aval;9
24/10/2025;15:09;15:26;LA-01 Assemblage;Après-midi;MA-30;Défaut automatisme;17
24/10/2025;15:53;16:09;LA-01 Assemblage;Après-midi;RG-10;Réglage qualité en cours de série;16
24/10/2025;16:44;17:13;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;29
24/10/2025;06:58;07:38;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
24/10/2025;07:54;08:18;LU-02 Usinage;Matin;MA-30;Défaut automatisme;24
24/10/2025;08:27;08:40;LU-02 Usinage;Matin;RG-10;Réglage qualité en cours de série;13
24/10/2025;13:47;14:27;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
24/10/2025;14:51;15:13;LU-02 Usinage;Après-midi;CS-20;Attente outillage;22
24/10/2025;15:37;16:08;LU-02 Usinage;Après-midi;AP-10;Rupture d'approvisionnement;31
24/10/2025;16:28;16:53;LU-02 Usinage;Après-midi;MO-20;Accompagnement, formation au poste;25
24/10/2025;21:50;22:30;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
24/10/2025;22:48;22:58;LU-02 Usinage;Nuit;RG-20;Micro-arrêts, bourrage;10
24/10/2025;23:23;23:54;LU-02 Usinage;Nuit;MO-10;Absence non remplacée;31
24/10/2025;00:11;00:29;LU-02 Usinage;Nuit;LO-20;Saturation aval;18
24/10/2025;01:09;01:45;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;36
24/10/2025;06:49;07:29;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
24/10/2025;07:44;08:10;LC-03 Conditionnement;Matin;AP-10;Rupture d'approvisionnement;26
24/10/2025;08:41;08:53;LC-03 Conditionnement;Matin;MO-20;Accompagnement, formation au poste;12
24/10/2025;09:06;09:42;LC-03 Conditionnement;Matin;MA-10;Panne mécanique;36
24/10/2025;10:17;10:43;LC-03 Conditionnement;Matin;CS-10;Changement de série;26
24/10/2025;11:16;11:28;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;12
27/10/2025;06:58;07:38;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
27/10/2025;08:08;08:20;LA-01 Assemblage;Matin;RG-20;Micro-arrêts, bourrage;12
27/10/2025;08:41;08:55;LA-01 Assemblage;Matin;MO-10;Absence non remplacée;14
27/10/2025;09:07;09:24;LA-01 Assemblage;Matin;LO-20;Saturation aval;17
27/10/2025;09:51;11:24;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;93
27/10/2025;13:43;14:23;LA-01 Assemblage;Après-midi;PL-10;Pause légale et relève de poste;40
27/10/2025;14:33;15:02;LA-01 Assemblage;Après-midi;AP-20;Composant non conforme;29
27/10/2025;15:29;15:39;LA-01 Assemblage;Après-midi;LO-10;Attente cariste, évacuation en-cours;10
27/10/2025;16:04;18:03;LA-01 Assemblage;Après-midi;MA-20;Panne électrique ou capteur;119
27/10/2025;18:16;18:39;LA-01 Assemblage;Après-midi;CS-20;Attente outillage;23
27/10/2025;19:17;19:33;LA-01 Assemblage;Après-midi;AP-10;Rupture d'approvisionnement;16
27/10/2025;06:30;07:10;LU-02 Usinage;Matin;PL-10;Pause légale et relève de poste;40
27/10/2025;07:25;07:35;LU-02 Usinage;Matin;LO-10;Attente cariste, évacuation en-cours;10
27/10/2025;07:44;09:46;LU-02 Usinage;Matin;MA-20;Panne électrique ou capteur;122
27/10/2025;09:59;10:20;LU-02 Usinage;Matin;CS-20;Attente outillage;21
27/10/2025;13:56;14:36;LU-02 Usinage;Après-midi;PL-10;Pause légale et relève de poste;40
27/10/2025;15:13;17:02;LU-02 Usinage;Après-midi;MA-10;Panne mécanique;109
27/10/2025;17:14;17:50;LU-02 Usinage;Après-midi;CS-10;Changement de série;36
27/10/2025;18:20;18:28;LU-02 Usinage;Après-midi;RG-20;Micro-arrêts, bourrage;8
27/10/2025;18:53;19:25;LU-02 Usinage;Après-midi;MO-10;Absence non remplacée;32
27/10/2025;21:53;22:33;LU-02 Usinage;Nuit;PL-10;Pause légale et relève de poste;40
27/10/2025;23:01;00:51;LU-02 Usinage;Nuit;MA-30;Défaut automatisme;110
27/10/2025;01:00;01:15;LU-02 Usinage;Nuit;RG-10;Réglage qualité en cours de série;15
27/10/2025;01:36;02:05;LU-02 Usinage;Nuit;AP-20;Composant non conforme;29
27/10/2025;02:37;02:48;LU-02 Usinage;Nuit;LO-10;Attente cariste, évacuation en-cours;11
27/10/2025;03:04;04:48;LU-02 Usinage;Nuit;MA-20;Panne électrique ou capteur;104
27/10/2025;06:56;07:36;LC-03 Conditionnement;Matin;PL-10;Pause légale et relève de poste;40
27/10/2025;08:14;08:42;LC-03 Conditionnement;Matin;CS-10;Changement de série;28
27/10/2025;08:57;09:01;LC-03 Conditionnement;Matin;RG-20;Micro-arrêts, bourrage;4
28/10/2025;06:49;07:29;LA-01 Assemblage;Matin;PL-10;Pause légale et relève de poste;40
28/10/2025;07:43;08:02;LA-01 Assemblage;Matin;MA-30;Défaut automatisme;19
28/10/2025;08:12;08:18;LA-01 Assemblage;Matin;RG-10;Réglage qualité en cours de série;6
